,ind_dataset,ood_dataset,rep_model,sample_size,vanilla_p,kn_p,loss
0,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,1.3994375698608218e-13,1.0825088224469026e-05,0.6117715835571289
1,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,3.1099727846852674e-09,0.002056766762649115,0.44374175667762755
2,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,3.4663426357093914e-09,1.0825088224469026e-05,0.11447023749351501
3,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,9.219551025915596e-10,0.002056766762649115,0.21432653069496155
4,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,4.0659721180774554e-12,1.0825088224469026e-05,0.5523055493831635
5,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,3.859113116231422e-09,1.0825088224469026e-05,0.5578476369380951
6,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,1.4195894219527823e-08,0.002056766762649115,0.21233043670654297
7,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,5.4578364002695044e-11,0.002056766762649115,0.40627763867378236
8,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,5.864822322876421e-09,0.00021650176448938054,0.20820151567459105
9,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,3.828396327669389e-08,0.012340600575894691,0.08966262936592102
10,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,4.355511953324977e-08,0.002056766762649115,0.24788474440574645
11,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,10,7.553099771213475e-09,0.002056766762649115,0.2683085024356842
0,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,1.596627103924533e-20,1.1316933501002751e-08,0.35044209063053133
1,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,8.359377120132265e-15,9.54696510144592e-06,0.561795037984848
2,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,7.927428956451834e-11,0.0002704973445409677,0.1886705458164215
3,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,3.4026264606630654e-11,5.569062975843453e-05,0.26403054893016814
4,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,1.0001923083802385e-14,1.3259673752008224e-06,0.42352613508701326
5,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,20,1.1147384519560719e-13,0.0002704973445409677,0.18075152933597566
0,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,50,2.9702700092125105e-25,4.929118631187453e-07,0.42312964916229245
1,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,50,1.4334217766824986e-28,4.047604718242212e-08,0.2386970353126526
0,CVC_ClinicDB,CVC_ClinicDB,SegmentationModel,100,4.856618207715186e-48,1.5550790371345692e-07,0.33091334223747254
0,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,1.0825088224469026e-05,0.6338550209999084
1,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.8708449667844585e-24,1.0825088224469026e-05,0.7687331140041351
2,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,1.0825088224469026e-05,0.33681008219718933
3,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,1.0825088224469026e-05,0.7597328722476959
4,CVC_ClinicDB,EtisDataset,SegmentationModel,10,4.791163500108472e-17,1.0825088224469026e-05,0.6136539101600647
5,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.8708449667844585e-24,1.0825088224469026e-05,0.6043888568878174
6,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.612468919773859e-22,1.0825088224469026e-05,0.4553134083747864
7,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,1.0825088224469026e-05,0.8120425879955292
8,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,1.0825088224469026e-05,0.35385615229606626
9,CVC_ClinicDB,EtisDataset,SegmentationModel,10,2.609859060713148e-25,1.0825088224469026e-05,0.23033189177513122
10,CVC_ClinicDB,EtisDataset,SegmentationModel,10,1.7225069800706742e-23,1.0825088224469026e-05,0.06356561779975892
