,ind_dataset,ood_dataset,rep_model,sample_size,vanilla_p,kn_p,loss
0,nico_dim,nico_water,ResNetVAE,10,2.1301755943247427e-07,0.07154704986448192,17.962665605545045
1,nico_dim,nico_water,ResNetVAE,10,8.68398576062845e-12,0.029281032413265927,17.56277561187744
2,nico_dim,nico_water,ResNetVAE,10,0.0008423738760223358,0.3395748642511645,17.080868542194366
3,nico_dim,nico_water,ResNetVAE,10,1.8942399303061804e-06,0.060436624608368704,16.037218523025512
4,nico_dim,nico_water,ResNetVAE,10,3.674206409013453e-06,0.283735304423665,11.60302152633667
5,nico_dim,nico_water,ResNetVAE,10,0.0003038051077781278,0.06579836154882107,7.574699862860143
6,nico_dim,nico_water,ResNetVAE,10,1.2284419672711486e-08,0.01789063593767084,15.818348598480224
7,nico_dim,nico_water,ResNetVAE,10,3.4635779475497346e-09,0.03535510235668932,15.36831226348877
8,nico_dim,nico_water,ResNetVAE,10,1.0447259095129279e-18,0.04248221114441274,16.02828974723816
9,nico_dim,nico_water,ResNetVAE,10,5.239230202336228e-16,0.029281032413265927,13.31238832473755
10,nico_dim,nico_water,ResNetVAE,10,1.3783539919498327e-09,0.0033361268324846047,17.59391622543335
11,nico_dim,nico_water,ResNetVAE,10,1.2202810696673349e-08,0.09133661164664267,11.719028186798095
12,nico_dim,nico_water,ResNetVAE,10,2.476630549424028e-06,0.14450186372621143,17.562136077880858
13,nico_dim,nico_water,ResNetVAE,10,1.4996511315725051e-05,0.060436624608368704,9.764789682626724
14,nico_dim,nico_water,ResNetVAE,10,1.0566581926281196e-06,0.21972848111379242,10.874770832061767
15,nico_dim,nico_water,ResNetVAE,10,3.150757490814864e-05,0.02659886519979226,8.776186455786227
16,nico_dim,nico_water,ResNetVAE,10,9.576208379198199e-05,0.07154704986448192,16.936863231658936
17,nico_dim,nico_water,ResNetVAE,10,0.0005728078009796436,0.42513076721560905,13.882124972343444
18,nico_dim,nico_water,ResNetVAE,10,6.195464447126354e-08,0.06579836154882107,14.442753839492799
19,nico_dim,nico_water,ResNetVAE,10,0.0019196066035874581,0.250307450633841,15.306007766723633
20,nico_dim,nico_water,ResNetVAE,10,7.671869117110552e-06,0.21972848111379242,15.469457387924194
21,nico_dim,nico_water,ResNetVAE,10,6.984491703600894e-07,0.01178834984704136,15.66711721420288
22,nico_dim,nico_water,ResNetVAE,10,2.7827281540143474e-06,0.04248221114441274,11.28038830757141
23,nico_dim,nico_water,ResNetVAE,10,0.0012166537865188388,0.15539506161510602,14.760416412353516
24,nico_dim,nico_water,ResNetVAE,10,4.617992982052099e-06,0.050796366415649524,16.384690117835998
25,nico_dim,nico_water,ResNetVAE,10,4.494791817259992e-06,0.21972848111379242,14.823745441436767
26,nico_dim,nico_water,ResNetVAE,10,2.790220396715663e-10,0.20549742084568276,11.291370069980236
27,nico_dim,nico_water,ResNetVAE,10,0.0002001961930354445,0.09133661164664267,4.7792140785604715
28,nico_dim,nico_water,ResNetVAE,10,5.0082023552931137e-05,0.20549742084568276,4.7396928314817846
29,nico_dim,nico_water,ResNetVAE,10,0.00012839426190269107,0.06579836154882107,14.403782320022582
30,nico_dim,nico_water,ResNetVAE,10,4.7500834313354346e-06,0.06579836154882107,19.682259941101073
31,nico_dim,nico_water,ResNetVAE,10,0.00018216841022116148,0.04648231137245734,20.839859104156496
32,nico_dim,nico_water,ResNetVAE,10,0.001383463584173555,0.01456123235166722,17.251659965515138
33,nico_dim,nico_water,ResNetVAE,10,0.0025094757790927796,0.09885954941920695,19.415748119354248
