,ind_dataset,ood_dataset,rep_model,sample_size,vanilla_p,kn_p,loss
0,nico_dim,nico_water,ResNetClassifier,10,1.286969263416137e-08,5.809627289330904e-05,12.19030239880085
1,nico_dim,nico_water,ResNetClassifier,10,1.7115042852383805e-06,0.00035640144010714247,14.849459838867187
2,nico_dim,nico_water,ResNetClassifier,10,4.657519377660017e-07,0.0006178973521373264,17.123944759368896
3,nico_dim,nico_water,ResNetClassifier,10,0.00044110589885056853,0.006806179435775496,13.060626043006778
4,nico_dim,nico_water,ResNetClassifier,10,0.000265751590708191,0.00020037382917069028,8.527747786043346
5,nico_dim,nico_water,ResNetClassifier,10,0.00021745356461831095,0.004396267459114668,12.910730838775635
6,nico_dim,nico_water,ResNetClassifier,10,2.3255002543980465e-05,1.4767376620453829e-05,9.805532270669937
7,nico_dim,nico_water,ResNetClassifier,10,2.5946036642135654e-05,0.00035640144010714247,9.92465838007629
8,nico_dim,nico_water,ResNetClassifier,10,4.015849077769237e-05,0.0017252080065113414,9.575716169178486
9,nico_dim,nico_water,ResNetClassifier,10,0.00011907161999222699,0.00010956692813324749,10.376619022153317
10,nico_dim,nico_water,ResNetClassifier,10,3.6920958381796665e-05,0.010329637176077959,11.629867553710938
11,nico_dim,nico_water,ResNetClassifier,10,1.1064729330576777e-06,0.0010451859722047311,10.430915343761445
12,nico_dim,nico_water,ResNetClassifier,10,3.008473091232363e-05,0.0006178973521373264,9.984213089942932
13,nico_dim,nico_water,ResNetClassifier,10,1.091025316247024e-05,0.004396267459114668,8.250221586227417
14,nico_dim,nico_water,ResNetClassifier,10,1.5687041488249218e-05,0.002783205073058452,11.29305920600891
15,nico_dim,nico_water,ResNetClassifier,10,7.129492462236554e-05,0.00035640144010714247,10.21958122253418
16,nico_dim,nico_water,ResNetClassifier,10,7.862691844108036e-06,0.00035640144010714247,11.178086733818054
17,nico_dim,nico_water,ResNetClassifier,10,4.9902806486994216e-05,0.0006178973521373264,11.786043405532837
18,nico_dim,nico_water,ResNetClassifier,10,1.1583071449627662e-05,2.9797081712253577e-05,7.722545039653778
19,nico_dim,nico_water,ResNetClassifier,10,2.082511415816888e-05,5.809627289330904e-05,8.043269777297974
20,nico_dim,nico_water,ResNetClassifier,10,0.00014298703427492287,0.00010956692813324749,11.365643405914307
21,nico_dim,nico_water,ResNetClassifier,10,3.852722681131165e-06,0.004396267459114668,12.262293338775635
22,nico_dim,nico_water,ResNetClassifier,10,2.4758583793412513e-05,0.0017252080065113414,9.764815676212312
23,nico_dim,nico_water,ResNetClassifier,10,0.00011058361477447091,0.0017252080065113414,14.166859902441502
24,nico_dim,nico_water,ResNetClassifier,10,2.6637536111437808e-05,0.004396267459114668,10.97868347162148
